Fra_dato;Til_dato;Mængde;Måleenhed;Kvalitet;Type
15-07-2024 12:00:00;15-07-2024 13:00:00;0,362;KWH;Målt;Tidsserie
15-07-2024 13:00:00;15-07-2024 14:00:00;0,489;KWH;Målt;Tidsserie
15-07-2024 14:00:00;15-07-2024 15:00:00;0,136;KWH;Målt;Tidsserie
15-07-2024 15:00:00;15-07-2024 16:00:00;0,154;KWH;Målt;Tidsserie
15-07-2024 16:00:00;15-07-2024 17:00:00;1,674;KWH;Målt;Tidsserie
15-07-2024 17:00:00;15-07-2024 18:00:00;0,535;KWH;Målt;Tidsserie
15-07-2024 18:00:00;15-07-2024 19:00:00;0,168;KWH;Målt;Tidsserie
15-07-2024 19:00:00;15-07-2024 20:00:00;0,648;KWH;Målt;Tidsserie
15-07-2024 20:00:00;15-07-2024 21:00:00;0,768;KWH;Målt;Tidsserie
15-07-2024 21:00:00;15-07-2024 22:00:00;0,276;KWH;Målt;Tidsserie
15-07-2024 22:00:00;15-07-2024 23:00:00;0,113;KWH;Målt;Tidsserie
15-07-2024 23:00:00;16-07-2024 00:00:00;0,119;KWH;Målt;Tidsserie
16-07-2024 00:00:00;16-07-2024 01:00:00;0,103;KWH;Målt;Tidsserie
16-07-2024 01:00:00;16-07-2024 02:00:00;0,103;KWH;Målt;Tidsserie
16-07-2024 02:00:00;16-07-2024 03:00:00;0,105;KWH;Målt;Tidsserie
16-07-2024 03:00:00;16-07-2024 04:00:00;0,097;KWH;Målt;Tidsserie
16-07-2024 04:00:00;16-07-2024 05:00:00;0,108;KWH;Målt;Tidsserie
16-07-2024 05:00:00;16-07-2024 06:00:00;0,095;KWH;Målt;Tidsserie
16-07-2024 06:00:00;16-07-2024 07:00:00;0,356;KWH;Målt;Tidsserie
16-07-2024 07:00:00;16-07-2024 08:00:00;0,302;KWH;Målt;Tidsserie
16-07-2024 08:00:00;16-07-2024 09:00:00;0,19;KWH;Målt;Tidsserie
16-07-2024 09:00:00;16-07-2024 10:00:00;0,208;KWH;Målt;Tidsserie
16-07-2024 10:00:00;16-07-2024 11:00:00;0,148;KWH;Målt;Tidsserie
16-07-2024 11:00:00;16-07-2024 12:00:00;0,124;KWH;Målt;Tidsserie
16-07-2024 12:00:00;16-07-2024 13:00:00;0,117;KWH;Målt;Tidsserie
16-07-2024 13:00:00;16-07-2024 14:00:00;0,121;KWH;Målt;Tidsserie
16-07-2024 14:00:00;16-07-2024 15:00:00;0,115;KWH;Målt;Tidsserie
16-07-2024 15:00:00;16-07-2024 16:00:00;0,13;KWH;Målt;Tidsserie
16-07-2024 16:00:00;16-07-2024 17:00:00;0,178;KWH;Målt;Tidsserie
16-07-2024 17:00:00;16-07-2024 18:00:00;1,006;KWH;Målt;Tidsserie
16-07-2024 18:00:00;16-07-2024 19:00:00;0,126;KWH;Målt;Tidsserie
16-07-2024 19:00:00;16-07-2024 20:00:00;0,12;KWH;Målt;Tidsserie
16-07-2024 20:00:00;16-07-2024 21:00:00;0,099;KWH;Målt;Tidsserie
16-07-2024 21:00:00;16-07-2024 22:00:00;0,187;KWH;Målt;Tidsserie
16-07-2024 22:00:00;16-07-2024 23:00:00;0,1;KWH;Målt;Tidsserie
16-07-2024 23:00:00;17-07-2024 00:00:00;0,091;KWH;Målt;Tidsserie
17-07-2024 00:00:00;17-07-2024 01:00:00;0,101;KWH;Målt;Tidsserie
17-07-2024 01:00:00;17-07-2024 02:00:00;0,085;KWH;Målt;Tidsserie
17-07-2024 02:00:00;17-07-2024 03:00:00;0,088;KWH;Målt;Tidsserie
17-07-2024 03:00:00;17-07-2024 04:00:00;0,082;KWH;Målt;Tidsserie
17-07-2024 04:00:00;17-07-2024 05:00:00;0,096;KWH;Målt;Tidsserie
17-07-2024 05:00:00;17-07-2024 06:00:00;0,088;KWH;Målt;Tidsserie
17-07-2024 06:00:00;17-07-2024 07:00:00;0,258;KWH;Målt;Tidsserie
17-07-2024 07:00:00;17-07-2024 08:00:00;0,583;KWH;Målt;Tidsserie
17-07-2024 08:00:00;17-07-2024 09:00:00;0,794;KWH;Målt;Tidsserie
17-07-2024 09:00:00;17-07-2024 10:00:00;0,674;KWH;Målt;Tidsserie
17-07-2024 10:00:00;17-07-2024 11:00:00;2,2;KWH;Målt;Tidsserie
17-07-2024 11:00:00;17-07-2024 12:00:00;0,925;KWH;Målt;Tidsserie
17-07-2024 12:00:00;17-07-2024 13:00:00;0,299;KWH;Målt;Tidsserie
17-07-2024 13:00:00;17-07-2024 14:00:00;0,366;KWH;Målt;Tidsserie
17-07-2024 14:00:00;17-07-2024 15:00:00;0,665;KWH;Målt;Tidsserie
17-07-2024 15:00:00;17-07-2024 16:00:00;0,632;KWH;Målt;Tidsserie
17-07-2024 16:00:00;17-07-2024 17:00:00;0,974;KWH;Målt;Tidsserie
17-07-2024 17:00:00;17-07-2024 18:00:00;0,433;KWH;Målt;Tidsserie
17-07-2024 18:00:00;17-07-2024 19:00:00;0,176;KWH;Målt;Tidsserie
17-07-2024 19:00:00;17-07-2024 20:00:00;0,139;KWH;Målt;Tidsserie
17-07-2024 20:00:00;17-07-2024 21:00:00;0,136;KWH;Målt;Tidsserie
17-07-2024 21:00:00;17-07-2024 22:00:00;0,1;KWH;Målt;Tidsserie
17-07-2024 22:00:00;17-07-2024 23:00:00;0,095;KWH;Målt;Tidsserie
17-07-2024 23:00:00;18-07-2024 00:00:00;0,121;KWH;Målt;Tidsserie
18-07-2024 00:00:00;18-07-2024 01:00:00;0,094;KWH;Målt;Tidsserie
18-07-2024 01:00:00;18-07-2024 02:00:00;0,089;KWH;Målt;Tidsserie
18-07-2024 02:00:00;18-07-2024 03:00:00;0,105;KWH;Målt;Tidsserie
18-07-2024 03:00:00;18-07-2024 04:00:00;0,492;KWH;Målt;Tidsserie
18-07-2024 04:00:00;18-07-2024 05:00:00;0,367;KWH;Målt;Tidsserie
18-07-2024 05:00:00;18-07-2024 06:00:00;0,444;KWH;Målt;Tidsserie
18-07-2024 06:00:00;18-07-2024 07:00:00;0,269;KWH;Målt;Tidsserie
18-07-2024 07:00:00;18-07-2024 08:00:00;0,181;KWH;Målt;Tidsserie
18-07-2024 08:00:00;18-07-2024 09:00:00;0,269;KWH;Målt;Tidsserie
18-07-2024 09:00:00;18-07-2024 10:00:00;0,146;KWH;Målt;Tidsserie
18-07-2024 10:00:00;18-07-2024 11:00:00;0,188;KWH;Målt;Tidsserie
18-07-2024 11:00:00;18-07-2024 12:00:00;0,186;KWH;Målt;Tidsserie
18-07-2024 12:00:00;18-07-2024 13:00:00;0,185;KWH;Målt;Tidsserie
18-07-2024 13:00:00;18-07-2024 14:00:00;0,149;KWH;Målt;Tidsserie
18-07-2024 14:00:00;18-07-2024 15:00:00;0,12;KWH;Målt;Tidsserie
18-07-2024 15:00:00;18-07-2024 16:00:00;0,199;KWH;Målt;Tidsserie
18-07-2024 16:00:00;18-07-2024 17:00:00;0,239;KWH;Målt;Tidsserie
18-07-2024 17:00:00;18-07-2024 18:00:00;0,417;KWH;Målt;Tidsserie
18-07-2024 18:00:00;18-07-2024 19:00:00;0,339;KWH;Målt;Tidsserie
18-07-2024 19:00:00;18-07-2024 20:00:00;0,637;KWH;Målt;Tidsserie
18-07-2024 20:00:00;18-07-2024 21:00:00;0,125;KWH;Målt;Tidsserie
18-07-2024 21:00:00;18-07-2024 22:00:00;0,097;KWH;Målt;Tidsserie
18-07-2024 22:00:00;18-07-2024 23:00:00;0,094;KWH;Målt;Tidsserie
18-07-2024 23:00:00;19-07-2024 00:00:00;0,114;KWH;Målt;Tidsserie
19-07-2024 00:00:00;19-07-2024 01:00:00;0,083;KWH;Målt;Tidsserie
19-07-2024 01:00:00;19-07-2024 02:00:00;0,077;KWH;Målt;Tidsserie
19-07-2024 02:00:00;19-07-2024 03:00:00;0,114;KWH;Målt;Tidsserie
19-07-2024 03:00:00;19-07-2024 04:00:00;0,09;KWH;Målt;Tidsserie
19-07-2024 04:00:00;19-07-2024 05:00:00;0,078;KWH;Målt;Tidsserie
19-07-2024 05:00:00;19-07-2024 06:00:00;0,096;KWH;Målt;Tidsserie
19-07-2024 06:00:00;19-07-2024 07:00:00;0,234;KWH;Målt;Tidsserie
19-07-2024 07:00:00;19-07-2024 08:00:00;0,173;KWH;Målt;Tidsserie
19-07-2024 08:00:00;19-07-2024 09:00:00;0,168;KWH;Målt;Tidsserie
19-07-2024 09:00:00;19-07-2024 10:00:00;0,144;KWH;Målt;Tidsserie
19-07-2024 10:00:00;19-07-2024 11:00:00;0,18;KWH;Målt;Tidsserie
19-07-2024 11:00:00;19-07-2024 12:00:00;0,162;KWH;Målt;Tidsserie
19-07-2024 12:00:00;19-07-2024 13:00:00;0,215;KWH;Målt;Tidsserie
19-07-2024 13:00:00;19-07-2024 14:00:00;0,599;KWH;Målt;Tidsserie
19-07-2024 14:00:00;19-07-2024 15:00:00;0,873;KWH;Målt;Tidsserie
19-07-2024 15:00:00;19-07-2024 16:00:00;0,102;KWH;Målt;Tidsserie
19-07-2024 16:00:00;19-07-2024 17:00:00;0,277;KWH;Målt;Tidsserie
19-07-2024 17:00:00;19-07-2024 18:00:00;0,205;KWH;Målt;Tidsserie
19-07-2024 18:00:00;19-07-2024 19:00:00;0,108;KWH;Målt;Tidsserie
19-07-2024 19:00:00;19-07-2024 20:00:00;0,316;KWH;Målt;Tidsserie
19-07-2024 20:00:00;19-07-2024 21:00:00;0,571;KWH;Målt;Tidsserie
19-07-2024 21:00:00;19-07-2024 22:00:00;0,413;KWH;Målt;Tidsserie
19-07-2024 22:00:00;19-07-2024 23:00:00;0,126;KWH;Målt;Tidsserie
19-07-2024 23:00:00;20-07-2024 00:00:00;0,089;KWH;Målt;Tidsserie
20-07-2024 00:00:00;20-07-2024 01:00:00;0,109;KWH;Målt;Tidsserie
20-07-2024 01:00:00;20-07-2024 02:00:00;0,101;KWH;Målt;Tidsserie
20-07-2024 02:00:00;20-07-2024 03:00:00;0,086;KWH;Målt;Tidsserie
20-07-2024 03:00:00;20-07-2024 04:00:00;0,121;KWH;Målt;Tidsserie
20-07-2024 04:00:00;20-07-2024 05:00:00;0,09;KWH;Målt;Tidsserie
20-07-2024 05:00:00;20-07-2024 06:00:00;0,115;KWH;Målt;Tidsserie
20-07-2024 06:00:00;20-07-2024 07:00:00;0,312;KWH;Målt;Tidsserie
20-07-2024 07:00:00;20-07-2024 08:00:00;0,322;KWH;Målt;Tidsserie
20-07-2024 08:00:00;20-07-2024 09:00:00;0,994;KWH;Målt;Tidsserie
20-07-2024 09:00:00;20-07-2024 10:00:00;0,626;KWH;Målt;Tidsserie
20-07-2024 10:00:00;20-07-2024 11:00:00;1,422;KWH;Målt;Tidsserie
20-07-2024 11:00:00;20-07-2024 12:00:00;1,279;KWH;Målt;Tidsserie
20-07-2024 12:00:00;20-07-2024 13:00:00;0,148;KWH;Målt;Tidsserie
20-07-2024 13:00:00;20-07-2024 14:00:00;0,098;KWH;Målt;Tidsserie
20-07-2024 14:00:00;20-07-2024 15:00:00;0,097;KWH;Målt;Tidsserie
20-07-2024 15:00:00;20-07-2024 16:00:00;0,319;KWH;Målt;Tidsserie
20-07-2024 16:00:00;20-07-2024 17:00:00;0,128;KWH;Målt;Tidsserie
20-07-2024 17:00:00;20-07-2024 18:00:00;0,137;KWH;Målt;Tidsserie
20-07-2024 18:00:00;20-07-2024 19:00:00;0,085;KWH;Målt;Tidsserie
20-07-2024 19:00:00;20-07-2024 20:00:00;0,15;KWH;Målt;Tidsserie
20-07-2024 20:00:00;20-07-2024 21:00:00;0,126;KWH;Målt;Tidsserie
20-07-2024 21:00:00;20-07-2024 22:00:00;0,115;KWH;Målt;Tidsserie
20-07-2024 22:00:00;20-07-2024 23:00:00;0,13;KWH;Målt;Tidsserie
20-07-2024 23:00:00;21-07-2024 00:00:00;0,105;KWH;Målt;Tidsserie
21-07-2024 00:00:00;21-07-2024 01:00:00;0,086;KWH;Målt;Tidsserie
21-07-2024 01:00:00;21-07-2024 02:00:00;0,529;KWH;Målt;Tidsserie
21-07-2024 02:00:00;21-07-2024 03:00:00;0,61;KWH;Målt;Tidsserie
21-07-2024 03:00:00;21-07-2024 04:00:00;0,087;KWH;Målt;Tidsserie
21-07-2024 04:00:00;21-07-2024 05:00:00;0,151;KWH;Målt;Tidsserie
21-07-2024 05:00:00;21-07-2024 06:00:00;0,2;KWH;Målt;Tidsserie
21-07-2024 06:00:00;21-07-2024 07:00:00;0,289;KWH;Målt;Tidsserie
21-07-2024 07:00:00;21-07-2024 08:00:00;0,489;KWH;Målt;Tidsserie
21-07-2024 08:00:00;21-07-2024 09:00:00;0,16;KWH;Målt;Tidsserie
21-07-2024 09:00:00;21-07-2024 10:00:00;0,572;KWH;Målt;Tidsserie
21-07-2024 10:00:00;21-07-2024 11:00:00;0,098;KWH;Målt;Tidsserie
21-07-2024 11:00:00;21-07-2024 12:00:00;0,168;KWH;Målt;Tidsserie
21-07-2024 12:00:00;21-07-2024 13:00:00;0,124;KWH;Målt;Tidsserie
21-07-2024 13:00:00;21-07-2024 14:00:00;0,095;KWH;Målt;Tidsserie
21-07-2024 14:00:00;21-07-2024 15:00:00;0,11;KWH;Målt;Tidsserie
21-07-2024 15:00:00;21-07-2024 16:00:00;0,111;KWH;Målt;Tidsserie
21-07-2024 16:00:00;21-07-2024 17:00:00;1,856;KWH;Målt;Tidsserie
21-07-2024 17:00:00;21-07-2024 18:00:00;0,312;KWH;Målt;Tidsserie
21-07-2024 18:00:00;21-07-2024 19:00:00;0,148;KWH;Målt;Tidsserie
21-07-2024 19:00:00;21-07-2024 20:00:00;0,143;KWH;Målt;Tidsserie
21-07-2024 20:00:00;21-07-2024 21:00:00;0,093;KWH;Målt;Tidsserie
21-07-2024 21:00:00;21-07-2024 22:00:00;0,134;KWH;Målt;Tidsserie
21-07-2024 22:00:00;21-07-2024 23:00:00;0,097;KWH;Målt;Tidsserie
21-07-2024 23:00:00;22-07-2024 00:00:00;0,096;KWH;Målt;Tidsserie
22-07-2024 00:00:00;22-07-2024 01:00:00;0,348;KWH;Målt;Tidsserie
22-07-2024 01:00:00;22-07-2024 02:00:00;0,338;KWH;Målt;Tidsserie
22-07-2024 02:00:00;22-07-2024 03:00:00;0,507;KWH;Målt;Tidsserie
22-07-2024 03:00:00;22-07-2024 04:00:00;0,11;KWH;Målt;Tidsserie
22-07-2024 04:00:00;22-07-2024 05:00:00;0,087;KWH;Målt;Tidsserie
22-07-2024 05:00:00;22-07-2024 06:00:00;0,105;KWH;Målt;Tidsserie
22-07-2024 06:00:00;22-07-2024 07:00:00;0,299;KWH;Målt;Tidsserie
22-07-2024 07:00:00;22-07-2024 08:00:00;0,316;KWH;Målt;Tidsserie
22-07-2024 08:00:00;22-07-2024 09:00:00;0,331;KWH;Målt;Tidsserie
22-07-2024 09:00:00;22-07-2024 10:00:00;0,327;KWH;Målt;Tidsserie
22-07-2024 10:00:00;22-07-2024 11:00:00;0,159;KWH;Målt;Tidsserie
22-07-2024 11:00:00;22-07-2024 12:00:00;0,175;KWH;Målt;Tidsserie
22-07-2024 12:00:00;22-07-2024 13:00:00;0,278;KWH;Målt;Tidsserie
22-07-2024 13:00:00;22-07-2024 14:00:00;0,271;KWH;Målt;Tidsserie
22-07-2024 14:00:00;22-07-2024 15:00:00;0,289;KWH;Målt;Tidsserie
22-07-2024 15:00:00;22-07-2024 16:00:00;0,171;KWH;Målt;Tidsserie
22-07-2024 16:00:00;22-07-2024 17:00:00;1,729;KWH;Målt;Tidsserie
22-07-2024 17:00:00;22-07-2024 18:00:00;0,197;KWH;Målt;Tidsserie
22-07-2024 18:00:00;22-07-2024 19:00:00;0,36;KWH;Målt;Tidsserie
22-07-2024 19:00:00;22-07-2024 20:00:00;0,146;KWH;Målt;Tidsserie
22-07-2024 20:00:00;22-07-2024 21:00:00;0,12;KWH;Målt;Tidsserie
22-07-2024 21:00:00;22-07-2024 22:00:00;0,119;KWH;Målt;Tidsserie
22-07-2024 22:00:00;22-07-2024 23:00:00;0,109;KWH;Målt;Tidsserie
22-07-2024 23:00:00;23-07-2024 00:00:00;0,142;KWH;Målt;Tidsserie
23-07-2024 00:00:00;23-07-2024 01:00:00;0,129;KWH;Målt;Tidsserie
23-07-2024 01:00:00;23-07-2024 02:00:00;0,086;KWH;Målt;Tidsserie
23-07-2024 02:00:00;23-07-2024 03:00:00;0,095;KWH;Målt;Tidsserie
23-07-2024 03:00:00;23-07-2024 04:00:00;0,11;KWH;Målt;Tidsserie
23-07-2024 04:00:00;23-07-2024 05:00:00;0,074;KWH;Målt;Tidsserie
23-07-2024 05:00:00;23-07-2024 06:00:00;0,235;KWH;Målt;Tidsserie
23-07-2024 06:00:00;23-07-2024 07:00:00;0,584;KWH;Målt;Tidsserie
23-07-2024 07:00:00;23-07-2024 08:00:00;1,238;KWH;Målt;Tidsserie
23-07-2024 08:00:00;23-07-2024 09:00:00;0,872;KWH;Målt;Tidsserie
23-07-2024 09:00:00;23-07-2024 10:00:00;1,865;KWH;Målt;Tidsserie
23-07-2024 10:00:00;23-07-2024 11:00:00;0,157;KWH;Målt;Tidsserie
23-07-2024 11:00:00;23-07-2024 12:00:00;0,161;KWH;Målt;Tidsserie
23-07-2024 12:00:00;23-07-2024 13:00:00;0,154;KWH;Målt;Tidsserie
23-07-2024 13:00:00;23-07-2024 14:00:00;0,187;KWH;Målt;Tidsserie
23-07-2024 14:00:00;23-07-2024 15:00:00;0,221;KWH;Målt;Tidsserie
23-07-2024 15:00:00;23-07-2024 16:00:00;0,154;KWH;Målt;Tidsserie
23-07-2024 16:00:00;23-07-2024 17:00:00;1,046;KWH;Målt;Tidsserie
23-07-2024 17:00:00;23-07-2024 18:00:00;0,205;KWH;Målt;Tidsserie
23-07-2024 18:00:00;23-07-2024 19:00:00;0,113;KWH;Målt;Tidsserie
23-07-2024 19:00:00;23-07-2024 20:00:00;0,15;KWH;Målt;Tidsserie
23-07-2024 20:00:00;23-07-2024 21:00:00;0,114;KWH;Målt;Tidsserie
23-07-2024 21:00:00;23-07-2024 22:00:00;0,107;KWH;Målt;Tidsserie
23-07-2024 22:00:00;23-07-2024 23:00:00;0,136;KWH;Målt;Tidsserie
23-07-2024 23:00:00;24-07-2024 00:00:00;0,078;KWH;Målt;Tidsserie
24-07-2024 00:00:00;24-07-2024 01:00:00;0,101;KWH;Målt;Tidsserie
24-07-2024 01:00:00;24-07-2024 02:00:00;0,113;KWH;Målt;Tidsserie
24-07-2024 02:00:00;24-07-2024 03:00:00;0,082;KWH;Målt;Tidsserie
24-07-2024 03:00:00;24-07-2024 04:00:00;0,331;KWH;Målt;Tidsserie
24-07-2024 04:00:00;24-07-2024 05:00:00;0,597;KWH;Målt;Tidsserie
24-07-2024 05:00:00;24-07-2024 06:00:00;0,279;KWH;Målt;Tidsserie
24-07-2024 06:00:00;24-07-2024 07:00:00;0,376;KWH;Målt;Tidsserie
24-07-2024 07:00:00;24-07-2024 08:00:00;0,325;KWH;Målt;Tidsserie
24-07-2024 08:00:00;24-07-2024 09:00:00;0,278;KWH;Målt;Tidsserie
24-07-2024 09:00:00;24-07-2024 10:00:00;0,281;KWH;Målt;Tidsserie
24-07-2024 10:00:00;24-07-2024 11:00:00;0,179;KWH;Målt;Tidsserie
24-07-2024 11:00:00;24-07-2024 12:00:00;0,182;KWH;Målt;Tidsserie
24-07-2024 12:00:00;24-07-2024 13:00:00;0,146;KWH;Målt;Tidsserie
24-07-2024 13:00:00;24-07-2024 14:00:00;0,352;KWH;Målt;Tidsserie
24-07-2024 14:00:00;24-07-2024 15:00:00;0,572;KWH;Målt;Tidsserie
24-07-2024 15:00:00;24-07-2024 16:00:00;0,155;KWH;Målt;Tidsserie
24-07-2024 16:00:00;24-07-2024 17:00:00;0,918;KWH;Målt;Tidsserie
24-07-2024 17:00:00;24-07-2024 18:00:00;0,154;KWH;Målt;Tidsserie
24-07-2024 18:00:00;24-07-2024 19:00:00;0,153;KWH;Målt;Tidsserie
24-07-2024 19:00:00;24-07-2024 20:00:00;0,25;KWH;Målt;Tidsserie
24-07-2024 20:00:00;24-07-2024 21:00:00;0,22;KWH;Målt;Tidsserie
24-07-2024 21:00:00;24-07-2024 22:00:00;0,134;KWH;Målt;Tidsserie
24-07-2024 22:00:00;24-07-2024 23:00:00;0,122;KWH;Målt;Tidsserie
24-07-2024 23:00:00;25-07-2024 00:00:00;0,092;KWH;Målt;Tidsserie
25-07-2024 00:00:00;25-07-2024 01:00:00;0,106;KWH;Målt;Tidsserie
25-07-2024 01:00:00;25-07-2024 02:00:00;0,105;KWH;Målt;Tidsserie
25-07-2024 02:00:00;25-07-2024 03:00:00;0,084;KWH;Målt;Tidsserie
25-07-2024 03:00:00;25-07-2024 04:00:00;0,117;KWH;Målt;Tidsserie
25-07-2024 04:00:00;25-07-2024 05:00:00;0,096;KWH;Målt;Tidsserie
25-07-2024 05:00:00;25-07-2024 06:00:00;0,258;KWH;Målt;Tidsserie
25-07-2024 06:00:00;25-07-2024 07:00:00;0,257;KWH;Målt;Tidsserie
25-07-2024 07:00:00;25-07-2024 08:00:00;0,25;KWH;Målt;Tidsserie
25-07-2024 08:00:00;25-07-2024 09:00:00;1,346;KWH;Målt;Tidsserie
25-07-2024 09:00:00;25-07-2024 10:00:00;0,842;KWH;Målt;Tidsserie
25-07-2024 10:00:00;25-07-2024 11:00:00;0,24;KWH;Målt;Tidsserie
25-07-2024 11:00:00;25-07-2024 12:00:00;0,238;KWH;Målt;Tidsserie
25-07-2024 12:00:00;25-07-2024 13:00:00;0,266;KWH;Målt;Tidsserie
25-07-2024 13:00:00;25-07-2024 14:00:00;0,237;KWH;Målt;Tidsserie
25-07-2024 14:00:00;25-07-2024 15:00:00;0,302;KWH;Målt;Tidsserie
25-07-2024 15:00:00;25-07-2024 16:00:00;0,392;KWH;Målt;Tidsserie
25-07-2024 16:00:00;25-07-2024 17:00:00;1,669;KWH;Målt;Tidsserie
25-07-2024 17:00:00;25-07-2024 18:00:00;0,354;KWH;Målt;Tidsserie
25-07-2024 18:00:00;25-07-2024 19:00:00;0,144;KWH;Målt;Tidsserie
25-07-2024 19:00:00;25-07-2024 20:00:00;0,094;KWH;Målt;Tidsserie
25-07-2024 20:00:00;25-07-2024 21:00:00;0,108;KWH;Målt;Tidsserie
25-07-2024 21:00:00;25-07-2024 22:00:00;0,123;KWH;Målt;Tidsserie
25-07-2024 22:00:00;25-07-2024 23:00:00;0,092;KWH;Målt;Tidsserie
25-07-2024 23:00:00;26-07-2024 00:00:00;0,09;KWH;Målt;Tidsserie
26-07-2024 00:00:00;26-07-2024 01:00:00;0,122;KWH;Målt;Tidsserie
26-07-2024 01:00:00;26-07-2024 02:00:00;0,085;KWH;Målt;Tidsserie
26-07-2024 02:00:00;26-07-2024 03:00:00;0,086;KWH;Målt;Tidsserie
26-07-2024 03:00:00;26-07-2024 04:00:00;0,117;KWH;Målt;Tidsserie
26-07-2024 04:00:00;26-07-2024 05:00:00;0,086;KWH;Målt;Tidsserie
26-07-2024 05:00:00;26-07-2024 06:00:00;0,256;KWH;Målt;Tidsserie
26-07-2024 06:00:00;26-07-2024 07:00:00;0,482;KWH;Målt;Tidsserie
26-07-2024 07:00:00;26-07-2024 08:00:00;0,795;KWH;Målt;Tidsserie
26-07-2024 08:00:00;26-07-2024 09:00:00;0,445;KWH;Målt;Tidsserie
26-07-2024 09:00:00;26-07-2024 10:00:00;0,313;KWH;Målt;Tidsserie
26-07-2024 10:00:00;26-07-2024 11:00:00;0,294;KWH;Målt;Tidsserie
26-07-2024 11:00:00;26-07-2024 12:00:00;0,354;KWH;Målt;Tidsserie
26-07-2024 12:00:00;26-07-2024 13:00:00;0,312;KWH;Målt;Tidsserie
26-07-2024 13:00:00;26-07-2024 14:00:00;0,614;KWH;Målt;Tidsserie
26-07-2024 14:00:00;26-07-2024 15:00:00;0,278;KWH;Målt;Tidsserie
26-07-2024 15:00:00;26-07-2024 16:00:00;0,223;KWH;Målt;Tidsserie
26-07-2024 16:00:00;26-07-2024 17:00:00;1,593;KWH;Målt;Tidsserie
26-07-2024 17:00:00;26-07-2024 18:00:00;0,704;KWH;Målt;Tidsserie
26-07-2024 18:00:00;26-07-2024 19:00:00;1,867;KWH;Målt;Tidsserie
26-07-2024 19:00:00;26-07-2024 20:00:00;0,323;KWH;Målt;Tidsserie
26-07-2024 20:00:00;26-07-2024 21:00:00;0,301;KWH;Målt;Tidsserie
26-07-2024 21:00:00;26-07-2024 22:00:00;0,159;KWH;Målt;Tidsserie
26-07-2024 22:00:00;26-07-2024 23:00:00;0,109;KWH;Målt;Tidsserie
26-07-2024 23:00:00;27-07-2024 00:00:00;0,092;KWH;Målt;Tidsserie
27-07-2024 00:00:00;27-07-2024 01:00:00;0,116;KWH;Målt;Tidsserie
27-07-2024 01:00:00;27-07-2024 02:00:00;0,105;KWH;Målt;Tidsserie
27-07-2024 02:00:00;27-07-2024 03:00:00;0,723;KWH;Målt;Tidsserie
27-07-2024 03:00:00;27-07-2024 04:00:00;0,238;KWH;Målt;Tidsserie
27-07-2024 04:00:00;27-07-2024 05:00:00;0,098;KWH;Målt;Tidsserie
27-07-2024 05:00:00;27-07-2024 06:00:00;0,2;KWH;Målt;Tidsserie
27-07-2024 06:00:00;27-07-2024 07:00:00;0,209;KWH;Målt;Tidsserie
27-07-2024 07:00:00;27-07-2024 08:00:00;0,252;KWH;Målt;Tidsserie
27-07-2024 08:00:00;27-07-2024 09:00:00;0,355;KWH;Målt;Tidsserie
27-07-2024 09:00:00;27-07-2024 10:00:00;0,299;KWH;Målt;Tidsserie
27-07-2024 10:00:00;27-07-2024 11:00:00;0,181;KWH;Målt;Tidsserie
27-07-2024 11:00:00;27-07-2024 12:00:00;0,145;KWH;Målt;Tidsserie
27-07-2024 12:00:00;27-07-2024 13:00:00;0,125;KWH;Målt;Tidsserie
27-07-2024 13:00:00;27-07-2024 14:00:00;0,768;KWH;Målt;Tidsserie
27-07-2024 14:00:00;27-07-2024 15:00:00;0,286;KWH;Målt;Tidsserie
27-07-2024 15:00:00;27-07-2024 16:00:00;0,111;KWH;Målt;Tidsserie
27-07-2024 16:00:00;27-07-2024 17:00:00;0,166;KWH;Målt;Tidsserie
27-07-2024 17:00:00;27-07-2024 18:00:00;0,198;KWH;Målt;Tidsserie
27-07-2024 18:00:00;27-07-2024 19:00:00;0,126;KWH;Målt;Tidsserie
27-07-2024 19:00:00;27-07-2024 20:00:00;0,502;KWH;Målt;Tidsserie
27-07-2024 20:00:00;27-07-2024 21:00:00;0,647;KWH;Målt;Tidsserie
27-07-2024 21:00:00;27-07-2024 22:00:00;0,107;KWH;Målt;Tidsserie
27-07-2024 22:00:00;27-07-2024 23:00:00;0,103;KWH;Målt;Tidsserie
27-07-2024 23:00:00;28-07-2024 00:00:00;0,097;KWH;Målt;Tidsserie
28-07-2024 00:00:00;28-07-2024 01:00:00;0,101;KWH;Målt;Tidsserie
28-07-2024 01:00:00;28-07-2024 02:00:00;0,093;KWH;Målt;Tidsserie
28-07-2024 02:00:00;28-07-2024 03:00:00;0,101;KWH;Målt;Tidsserie
28-07-2024 03:00:00;28-07-2024 04:00:00;0,093;KWH;Målt;Tidsserie
28-07-2024 04:00:00;28-07-2024 05:00:00;0,098;KWH;Målt;Tidsserie
28-07-2024 05:00:00;28-07-2024 06:00:00;0,156;KWH;Målt;Tidsserie
28-07-2024 06:00:00;28-07-2024 07:00:00;0,273;KWH;Målt;Tidsserie
28-07-2024 07:00:00;28-07-2024 08:00:00;0,227;KWH;Målt;Tidsserie
28-07-2024 08:00:00;28-07-2024 09:00:00;0,499;KWH;Målt;Tidsserie
28-07-2024 09:00:00;28-07-2024 10:00:00;0,585;KWH;Målt;Tidsserie
