Fra_dato;Til_dato;Mængde;Måleenhed;Kvalitet;Type
02-11-2024 07:00:00;02-11-2024 08:00:00;2,176;KWH;Målt;Tidsserie
02-11-2024 08:00:00;02-11-2024 09:00:00;2,694;KWH;Målt;Tidsserie
02-11-2024 09:00:00;02-11-2024 10:00:00;1,257;KWH;Målt;Tidsserie
02-11-2024 10:00:00;02-11-2024 11:00:00;0,364;KWH;Målt;Tidsserie
02-11-2024 11:00:00;02-11-2024 12:00:00;0,272;KWH;Målt;Tidsserie
02-11-2024 12:00:00;02-11-2024 13:00:00;0,283;KWH;Målt;Tidsserie
02-11-2024 13:00:00;02-11-2024 14:00:00;0,283;KWH;Målt;Tidsserie
02-11-2024 14:00:00;02-11-2024 15:00:00;0,273;KWH;Målt;Tidsserie
02-11-2024 15:00:00;02-11-2024 16:00:00;0,857;KWH;Målt;Tidsserie
02-11-2024 16:00:00;02-11-2024 17:00:00;1,541;KWH;Målt;Tidsserie
02-11-2024 17:00:00;02-11-2024 18:00:00;0,439;KWH;Målt;Tidsserie
02-11-2024 18:00:00;02-11-2024 19:00:00;0,167;KWH;Målt;Tidsserie
02-11-2024 19:00:00;02-11-2024 20:00:00;0,178;KWH;Målt;Tidsserie
02-11-2024 20:00:00;02-11-2024 21:00:00;0,204;KWH;Målt;Tidsserie
02-11-2024 21:00:00;02-11-2024 22:00:00;0,141;KWH;Målt;Tidsserie
02-11-2024 22:00:00;02-11-2024 23:00:00;0,101;KWH;Målt;Tidsserie
02-11-2024 23:00:00;03-11-2024 00:00:00;0,095;KWH;Målt;Tidsserie
03-11-2024 00:00:00;03-11-2024 01:00:00;0,101;KWH;Målt;Tidsserie
03-11-2024 01:00:00;03-11-2024 02:00:00;0,093;KWH;Målt;Tidsserie
03-11-2024 02:00:00;03-11-2024 03:00:00;0,094;KWH;Målt;Tidsserie
03-11-2024 03:00:00;03-11-2024 04:00:00;0,092;KWH;Målt;Tidsserie
03-11-2024 04:00:00;03-11-2024 05:00:00;0,102;KWH;Målt;Tidsserie
03-11-2024 05:00:00;03-11-2024 06:00:00;0,139;KWH;Målt;Tidsserie
03-11-2024 06:00:00;03-11-2024 07:00:00;0,22;KWH;Målt;Tidsserie
03-11-2024 07:00:00;03-11-2024 08:00:00;1,381;KWH;Målt;Tidsserie
03-11-2024 08:00:00;03-11-2024 09:00:00;0,823;KWH;Målt;Tidsserie
03-11-2024 09:00:00;03-11-2024 10:00:00;1,961;KWH;Målt;Tidsserie
03-11-2024 10:00:00;03-11-2024 11:00:00;0,331;KWH;Målt;Tidsserie
03-11-2024 11:00:00;03-11-2024 12:00:00;0,235;KWH;Målt;Tidsserie
03-11-2024 12:00:00;03-11-2024 13:00:00;0,331;KWH;Målt;Tidsserie
03-11-2024 13:00:00;03-11-2024 14:00:00;0,217;KWH;Målt;Tidsserie
03-11-2024 14:00:00;03-11-2024 15:00:00;0,183;KWH;Målt;Tidsserie
03-11-2024 15:00:00;03-11-2024 16:00:00;0,33;KWH;Målt;Tidsserie
03-11-2024 16:00:00;03-11-2024 17:00:00;0,928;KWH;Målt;Tidsserie
03-11-2024 17:00:00;03-11-2024 18:00:00;0,782;KWH;Målt;Tidsserie
03-11-2024 18:00:00;03-11-2024 19:00:00;0,436;KWH;Målt;Tidsserie
03-11-2024 19:00:00;03-11-2024 20:00:00;0,672;KWH;Målt;Tidsserie
03-11-2024 20:00:00;03-11-2024 21:00:00;0,221;KWH;Målt;Tidsserie
03-11-2024 21:00:00;03-11-2024 22:00:00;0,118;KWH;Målt;Tidsserie
03-11-2024 22:00:00;03-11-2024 23:00:00;0,094;KWH;Målt;Tidsserie
03-11-2024 23:00:00;04-11-2024 00:00:00;0,091;KWH;Målt;Tidsserie
04-11-2024 00:00:00;04-11-2024 01:00:00;0,093;KWH;Målt;Tidsserie
04-11-2024 01:00:00;04-11-2024 02:00:00;0,086;KWH;Målt;Tidsserie
04-11-2024 02:00:00;04-11-2024 03:00:00;0,091;KWH;Målt;Tidsserie
04-11-2024 03:00:00;04-11-2024 04:00:00;0,093;KWH;Målt;Tidsserie
04-11-2024 04:00:00;04-11-2024 05:00:00;0,096;KWH;Målt;Tidsserie
04-11-2024 05:00:00;04-11-2024 06:00:00;0,143;KWH;Målt;Tidsserie
04-11-2024 06:00:00;04-11-2024 07:00:00;0,17;KWH;Målt;Tidsserie
04-11-2024 07:00:00;04-11-2024 08:00:00;0,177;KWH;Målt;Tidsserie
04-11-2024 08:00:00;04-11-2024 09:00:00;0,144;KWH;Målt;Tidsserie
04-11-2024 09:00:00;04-11-2024 10:00:00;0,136;KWH;Målt;Tidsserie
04-11-2024 10:00:00;04-11-2024 11:00:00;0,141;KWH;Målt;Tidsserie
04-11-2024 11:00:00;04-11-2024 12:00:00;0,141;KWH;Målt;Tidsserie
04-11-2024 12:00:00;04-11-2024 13:00:00;0,13;KWH;Målt;Tidsserie
04-11-2024 13:00:00;04-11-2024 14:00:00;0,613;KWH;Målt;Tidsserie
04-11-2024 14:00:00;04-11-2024 15:00:00;0,16;KWH;Målt;Tidsserie
04-11-2024 15:00:00;04-11-2024 16:00:00;0,173;KWH;Målt;Tidsserie
04-11-2024 16:00:00;04-11-2024 17:00:00;1,185;KWH;Målt;Tidsserie
04-11-2024 17:00:00;04-11-2024 18:00:00;1,19;KWH;Målt;Tidsserie
04-11-2024 18:00:00;04-11-2024 19:00:00;2,694;KWH;Målt;Tidsserie
04-11-2024 19:00:00;04-11-2024 20:00:00;1,425;KWH;Målt;Tidsserie
04-11-2024 20:00:00;04-11-2024 21:00:00;0,21;KWH;Målt;Tidsserie
04-11-2024 21:00:00;04-11-2024 22:00:00;0,094;KWH;Målt;Tidsserie
04-11-2024 22:00:00;04-11-2024 23:00:00;0,098;KWH;Målt;Tidsserie
04-11-2024 23:00:00;05-11-2024 00:00:00;0,095;KWH;Målt;Tidsserie
05-11-2024 00:00:00;05-11-2024 01:00:00;0,094;KWH;Målt;Tidsserie
05-11-2024 01:00:00;05-11-2024 02:00:00;0,087;KWH;Målt;Tidsserie
05-11-2024 02:00:00;05-11-2024 03:00:00;0,095;KWH;Målt;Tidsserie
05-11-2024 03:00:00;05-11-2024 04:00:00;0,086;KWH;Målt;Tidsserie
05-11-2024 04:00:00;05-11-2024 05:00:00;0,091;KWH;Målt;Tidsserie
05-11-2024 05:00:00;05-11-2024 06:00:00;0,187;KWH;Målt;Tidsserie
05-11-2024 06:00:00;05-11-2024 07:00:00;0,182;KWH;Målt;Tidsserie
05-11-2024 07:00:00;05-11-2024 08:00:00;0,194;KWH;Målt;Tidsserie
05-11-2024 08:00:00;05-11-2024 09:00:00;0,109;KWH;Målt;Tidsserie
05-11-2024 09:00:00;05-11-2024 10:00:00;0,105;KWH;Målt;Tidsserie
05-11-2024 10:00:00;05-11-2024 11:00:00;0,105;KWH;Målt;Tidsserie
05-11-2024 11:00:00;05-11-2024 12:00:00;0,105;KWH;Målt;Tidsserie
05-11-2024 12:00:00;05-11-2024 13:00:00;0,109;KWH;Målt;Tidsserie
05-11-2024 13:00:00;05-11-2024 14:00:00;0,104;KWH;Målt;Tidsserie
05-11-2024 14:00:00;05-11-2024 15:00:00;0,103;KWH;Målt;Tidsserie
05-11-2024 15:00:00;05-11-2024 16:00:00;0,102;KWH;Målt;Tidsserie
05-11-2024 16:00:00;05-11-2024 17:00:00;0,369;KWH;Målt;Tidsserie
05-11-2024 17:00:00;05-11-2024 18:00:00;0,151;KWH;Målt;Tidsserie
05-11-2024 18:00:00;05-11-2024 19:00:00;0,209;KWH;Målt;Tidsserie
05-11-2024 19:00:00;05-11-2024 20:00:00;0,115;KWH;Målt;Tidsserie
05-11-2024 20:00:00;05-11-2024 21:00:00;0,106;KWH;Målt;Tidsserie
05-11-2024 21:00:00;05-11-2024 22:00:00;0,1;KWH;Målt;Tidsserie
05-11-2024 22:00:00;05-11-2024 23:00:00;0,094;KWH;Målt;Tidsserie
05-11-2024 23:00:00;06-11-2024 00:00:00;0,094;KWH;Målt;Tidsserie
06-11-2024 00:00:00;06-11-2024 01:00:00;0,093;KWH;Målt;Tidsserie
06-11-2024 01:00:00;06-11-2024 02:00:00;0,086;KWH;Målt;Tidsserie
06-11-2024 02:00:00;06-11-2024 03:00:00;0,086;KWH;Målt;Tidsserie
06-11-2024 03:00:00;06-11-2024 04:00:00;0,094;KWH;Målt;Tidsserie
06-11-2024 04:00:00;06-11-2024 05:00:00;0,092;KWH;Målt;Tidsserie
06-11-2024 05:00:00;06-11-2024 06:00:00;0,426;KWH;Målt;Tidsserie
06-11-2024 06:00:00;06-11-2024 07:00:00;0,701;KWH;Målt;Tidsserie
06-11-2024 07:00:00;06-11-2024 08:00:00;0,15;KWH;Målt;Tidsserie
06-11-2024 08:00:00;06-11-2024 09:00:00;0,194;KWH;Målt;Tidsserie
06-11-2024 09:00:00;06-11-2024 10:00:00;0,262;KWH;Målt;Tidsserie
06-11-2024 10:00:00;06-11-2024 11:00:00;0,27;KWH;Målt;Tidsserie
06-11-2024 11:00:00;06-11-2024 12:00:00;0,148;KWH;Målt;Tidsserie
06-11-2024 12:00:00;06-11-2024 13:00:00;0,156;KWH;Målt;Tidsserie
06-11-2024 13:00:00;06-11-2024 14:00:00;0,162;KWH;Målt;Tidsserie
06-11-2024 14:00:00;06-11-2024 15:00:00;0,151;KWH;Målt;Tidsserie
06-11-2024 15:00:00;06-11-2024 16:00:00;0,146;KWH;Målt;Tidsserie
06-11-2024 16:00:00;06-11-2024 17:00:00;1,273;KWH;Målt;Tidsserie
06-11-2024 17:00:00;06-11-2024 18:00:00;0,255;KWH;Målt;Tidsserie
06-11-2024 18:00:00;06-11-2024 19:00:00;0,224;KWH;Målt;Tidsserie
06-11-2024 19:00:00;06-11-2024 20:00:00;0,209;KWH;Målt;Tidsserie
06-11-2024 20:00:00;06-11-2024 21:00:00;0,112;KWH;Målt;Tidsserie
06-11-2024 21:00:00;06-11-2024 22:00:00;0,11;KWH;Målt;Tidsserie
06-11-2024 22:00:00;06-11-2024 23:00:00;0,097;KWH;Målt;Tidsserie
06-11-2024 23:00:00;07-11-2024 00:00:00;0,095;KWH;Målt;Tidsserie
07-11-2024 00:00:00;07-11-2024 01:00:00;0,094;KWH;Målt;Tidsserie
07-11-2024 01:00:00;07-11-2024 02:00:00;0,089;KWH;Målt;Tidsserie
07-11-2024 02:00:00;07-11-2024 03:00:00;0,096;KWH;Målt;Tidsserie
07-11-2024 03:00:00;07-11-2024 04:00:00;0,098;KWH;Målt;Tidsserie
07-11-2024 04:00:00;07-11-2024 05:00:00;0,155;KWH;Målt;Tidsserie
07-11-2024 05:00:00;07-11-2024 06:00:00;0,253;KWH;Målt;Tidsserie
07-11-2024 06:00:00;07-11-2024 07:00:00;0,296;KWH;Målt;Tidsserie
07-11-2024 07:00:00;07-11-2024 08:00:00;0,235;KWH;Målt;Tidsserie
07-11-2024 08:00:00;07-11-2024 09:00:00;0,903;KWH;Målt;Tidsserie
07-11-2024 09:00:00;07-11-2024 10:00:00;0,975;KWH;Målt;Tidsserie
07-11-2024 10:00:00;07-11-2024 11:00:00;0,221;KWH;Målt;Tidsserie
07-11-2024 11:00:00;07-11-2024 12:00:00;0,31;KWH;Målt;Tidsserie
07-11-2024 12:00:00;07-11-2024 13:00:00;0,322;KWH;Målt;Tidsserie
07-11-2024 13:00:00;07-11-2024 14:00:00;1,215;KWH;Målt;Tidsserie
07-11-2024 14:00:00;07-11-2024 15:00:00;2,007;KWH;Målt;Tidsserie
07-11-2024 15:00:00;07-11-2024 16:00:00;0,287;KWH;Målt;Tidsserie
07-11-2024 16:00:00;07-11-2024 17:00:00;0,676;KWH;Målt;Tidsserie
07-11-2024 17:00:00;07-11-2024 18:00:00;0,252;KWH;Målt;Tidsserie
07-11-2024 18:00:00;07-11-2024 19:00:00;0,206;KWH;Målt;Tidsserie
07-11-2024 19:00:00;07-11-2024 20:00:00;0,169;KWH;Målt;Tidsserie
07-11-2024 20:00:00;07-11-2024 21:00:00;0,109;KWH;Målt;Tidsserie
07-11-2024 21:00:00;07-11-2024 22:00:00;0,1;KWH;Målt;Tidsserie
07-11-2024 22:00:00;07-11-2024 23:00:00;0,092;KWH;Målt;Tidsserie
07-11-2024 23:00:00;08-11-2024 00:00:00;0,09;KWH;Målt;Tidsserie
08-11-2024 00:00:00;08-11-2024 01:00:00;0,103;KWH;Målt;Tidsserie
08-11-2024 01:00:00;08-11-2024 02:00:00;0,096;KWH;Målt;Tidsserie
08-11-2024 02:00:00;08-11-2024 03:00:00;0,095;KWH;Målt;Tidsserie
08-11-2024 03:00:00;08-11-2024 04:00:00;0,094;KWH;Målt;Tidsserie
08-11-2024 04:00:00;08-11-2024 05:00:00;0,128;KWH;Målt;Tidsserie
08-11-2024 05:00:00;08-11-2024 06:00:00;0,147;KWH;Målt;Tidsserie
08-11-2024 06:00:00;08-11-2024 07:00:00;0,231;KWH;Målt;Tidsserie
08-11-2024 07:00:00;08-11-2024 08:00:00;0,25;KWH;Målt;Tidsserie
08-11-2024 08:00:00;08-11-2024 09:00:00;0,547;KWH;Målt;Tidsserie
08-11-2024 09:00:00;08-11-2024 10:00:00;0,764;KWH;Målt;Tidsserie
08-11-2024 10:00:00;08-11-2024 11:00:00;0,309;KWH;Målt;Tidsserie
08-11-2024 11:00:00;08-11-2024 12:00:00;0,808;KWH;Målt;Tidsserie
08-11-2024 12:00:00;08-11-2024 13:00:00;0,4;KWH;Målt;Tidsserie
08-11-2024 13:00:00;08-11-2024 14:00:00;0,36;KWH;Målt;Tidsserie
08-11-2024 14:00:00;08-11-2024 15:00:00;0,432;KWH;Målt;Tidsserie
08-11-2024 15:00:00;08-11-2024 16:00:00;0,233;KWH;Målt;Tidsserie
08-11-2024 16:00:00;08-11-2024 17:00:00;1,33;KWH;Målt;Tidsserie
08-11-2024 17:00:00;08-11-2024 18:00:00;0,291;KWH;Målt;Tidsserie
08-11-2024 18:00:00;08-11-2024 19:00:00;0,159;KWH;Målt;Tidsserie
08-11-2024 19:00:00;08-11-2024 20:00:00;0,167;KWH;Målt;Tidsserie
08-11-2024 20:00:00;08-11-2024 21:00:00;0,133;KWH;Målt;Tidsserie
08-11-2024 21:00:00;08-11-2024 22:00:00;0,092;KWH;Målt;Tidsserie
08-11-2024 22:00:00;08-11-2024 23:00:00;0,093;KWH;Målt;Tidsserie
08-11-2024 23:00:00;09-11-2024 00:00:00;0,1;KWH;Målt;Tidsserie
09-11-2024 00:00:00;09-11-2024 01:00:00;0,094;KWH;Målt;Tidsserie
09-11-2024 01:00:00;09-11-2024 02:00:00;0,095;KWH;Målt;Tidsserie
09-11-2024 02:00:00;09-11-2024 03:00:00;0,098;KWH;Målt;Tidsserie
09-11-2024 03:00:00;09-11-2024 04:00:00;0,099;KWH;Målt;Tidsserie
09-11-2024 04:00:00;09-11-2024 05:00:00;0,093;KWH;Målt;Tidsserie
09-11-2024 05:00:00;09-11-2024 06:00:00;0,163;KWH;Målt;Tidsserie
09-11-2024 06:00:00;09-11-2024 07:00:00;0,578;KWH;Målt;Tidsserie
09-11-2024 07:00:00;09-11-2024 08:00:00;0,769;KWH;Målt;Tidsserie
09-11-2024 08:00:00;09-11-2024 09:00:00;0,359;KWH;Målt;Tidsserie
09-11-2024 09:00:00;09-11-2024 10:00:00;0,369;KWH;Målt;Tidsserie
09-11-2024 10:00:00;09-11-2024 11:00:00;0,344;KWH;Målt;Tidsserie
09-11-2024 11:00:00;09-11-2024 12:00:00;0,705;KWH;Målt;Tidsserie
09-11-2024 12:00:00;09-11-2024 13:00:00;0,327;KWH;Målt;Tidsserie
09-11-2024 13:00:00;09-11-2024 14:00:00;0,354;KWH;Målt;Tidsserie
09-11-2024 14:00:00;09-11-2024 15:00:00;0,343;KWH;Målt;Tidsserie
09-11-2024 15:00:00;09-11-2024 16:00:00;0,342;KWH;Målt;Tidsserie
09-11-2024 16:00:00;09-11-2024 17:00:00;1,354;KWH;Målt;Tidsserie
09-11-2024 17:00:00;09-11-2024 18:00:00;0,251;KWH;Målt;Tidsserie
09-11-2024 18:00:00;09-11-2024 19:00:00;0,18;KWH;Målt;Tidsserie
09-11-2024 19:00:00;09-11-2024 20:00:00;0,127;KWH;Målt;Tidsserie
09-11-2024 20:00:00;09-11-2024 21:00:00;0,196;KWH;Målt;Tidsserie
09-11-2024 21:00:00;09-11-2024 22:00:00;0,122;KWH;Målt;Tidsserie
09-11-2024 22:00:00;09-11-2024 23:00:00;0,086;KWH;Målt;Tidsserie
09-11-2024 23:00:00;10-11-2024 00:00:00;0,151;KWH;Målt;Tidsserie
10-11-2024 00:00:00;10-11-2024 01:00:00;0,113;KWH;Målt;Tidsserie
10-11-2024 01:00:00;10-11-2024 02:00:00;0,091;KWH;Målt;Tidsserie
10-11-2024 02:00:00;10-11-2024 03:00:00;0,094;KWH;Målt;Tidsserie
10-11-2024 03:00:00;10-11-2024 04:00:00;0,09;KWH;Målt;Tidsserie
10-11-2024 04:00:00;10-11-2024 05:00:00;0,094;KWH;Målt;Tidsserie
10-11-2024 05:00:00;10-11-2024 06:00:00;0,484;KWH;Målt;Tidsserie
10-11-2024 06:00:00;10-11-2024 07:00:00;0,311;KWH;Målt;Tidsserie
10-11-2024 07:00:00;10-11-2024 08:00:00;0,283;KWH;Målt;Tidsserie
10-11-2024 08:00:00;10-11-2024 09:00:00;0,333;KWH;Målt;Tidsserie
10-11-2024 09:00:00;10-11-2024 10:00:00;0,31;KWH;Målt;Tidsserie
10-11-2024 10:00:00;10-11-2024 11:00:00;0,742;KWH;Målt;Tidsserie
10-11-2024 11:00:00;10-11-2024 12:00:00;2,091;KWH;Målt;Tidsserie
10-11-2024 12:00:00;10-11-2024 13:00:00;1,502;KWH;Målt;Tidsserie
10-11-2024 13:00:00;10-11-2024 14:00:00;0,393;KWH;Målt;Tidsserie
10-11-2024 14:00:00;10-11-2024 15:00:00;0,408;KWH;Målt;Tidsserie
10-11-2024 15:00:00;10-11-2024 16:00:00;0,31;KWH;Målt;Tidsserie
10-11-2024 16:00:00;10-11-2024 17:00:00;1,067;KWH;Målt;Tidsserie
10-11-2024 17:00:00;10-11-2024 18:00:00;0,204;KWH;Målt;Tidsserie
10-11-2024 18:00:00;10-11-2024 19:00:00;0,196;KWH;Målt;Tidsserie
10-11-2024 19:00:00;10-11-2024 20:00:00;0,197;KWH;Målt;Tidsserie
10-11-2024 20:00:00;10-11-2024 21:00:00;0,09;KWH;Målt;Tidsserie
10-11-2024 21:00:00;10-11-2024 22:00:00;0,092;KWH;Målt;Tidsserie
10-11-2024 22:00:00;10-11-2024 23:00:00;0,101;KWH;Målt;Tidsserie
10-11-2024 23:00:00;11-11-2024 00:00:00;0,095;KWH;Målt;Tidsserie
11-11-2024 00:00:00;11-11-2024 01:00:00;0,092;KWH;Målt;Tidsserie
11-11-2024 01:00:00;11-11-2024 02:00:00;0,086;KWH;Målt;Tidsserie
11-11-2024 02:00:00;11-11-2024 03:00:00;0,581;KWH;Målt;Tidsserie
11-11-2024 03:00:00;11-11-2024 04:00:00;0,713;KWH;Målt;Tidsserie
11-11-2024 04:00:00;11-11-2024 05:00:00;0,094;KWH;Målt;Tidsserie
11-11-2024 05:00:00;11-11-2024 06:00:00;0,09;KWH;Målt;Tidsserie
11-11-2024 06:00:00;11-11-2024 07:00:00;0,587;KWH;Målt;Tidsserie
11-11-2024 07:00:00;11-11-2024 08:00:00;0,906;KWH;Målt;Tidsserie
11-11-2024 08:00:00;11-11-2024 09:00:00;0,796;KWH;Målt;Tidsserie
11-11-2024 09:00:00;11-11-2024 10:00:00;0,274;KWH;Målt;Tidsserie
11-11-2024 10:00:00;11-11-2024 11:00:00;0,298;KWH;Målt;Tidsserie
11-11-2024 11:00:00;11-11-2024 12:00:00;0,356;KWH;Målt;Tidsserie
11-11-2024 12:00:00;11-11-2024 13:00:00;1,215;KWH;Målt;Tidsserie
11-11-2024 13:00:00;11-11-2024 14:00:00;1,22;KWH;Målt;Tidsserie
11-11-2024 14:00:00;11-11-2024 15:00:00;0,309;KWH;Målt;Tidsserie
11-11-2024 15:00:00;11-11-2024 16:00:00;0,46;KWH;Målt;Tidsserie
11-11-2024 16:00:00;11-11-2024 17:00:00;0,393;KWH;Målt;Tidsserie
11-11-2024 17:00:00;11-11-2024 18:00:00;0,183;KWH;Målt;Tidsserie
11-11-2024 18:00:00;11-11-2024 19:00:00;0,169;KWH;Målt;Tidsserie
11-11-2024 19:00:00;11-11-2024 20:00:00;0,202;KWH;Målt;Tidsserie
11-11-2024 20:00:00;11-11-2024 21:00:00;0,18;KWH;Målt;Tidsserie
11-11-2024 21:00:00;11-11-2024 22:00:00;0,093;KWH;Målt;Tidsserie
11-11-2024 22:00:00;11-11-2024 23:00:00;0,095;KWH;Målt;Tidsserie
11-11-2024 23:00:00;12-11-2024 00:00:00;0,093;KWH;Målt;Tidsserie
12-11-2024 00:00:00;12-11-2024 01:00:00;0,089;KWH;Målt;Tidsserie
12-11-2024 01:00:00;12-11-2024 02:00:00;0,09;KWH;Målt;Tidsserie
12-11-2024 02:00:00;12-11-2024 03:00:00;0,087;KWH;Målt;Tidsserie
12-11-2024 03:00:00;12-11-2024 04:00:00;0,093;KWH;Målt;Tidsserie
12-11-2024 04:00:00;12-11-2024 05:00:00;0,086;KWH;Målt;Tidsserie
12-11-2024 05:00:00;12-11-2024 06:00:00;0,087;KWH;Målt;Tidsserie
12-11-2024 06:00:00;12-11-2024 07:00:00;0,182;KWH;Målt;Tidsserie
12-11-2024 07:00:00;12-11-2024 08:00:00;0,269;KWH;Målt;Tidsserie
12-11-2024 08:00:00;12-11-2024 09:00:00;0,297;KWH;Målt;Tidsserie
12-11-2024 09:00:00;12-11-2024 10:00:00;0,548;KWH;Målt;Tidsserie
12-11-2024 10:00:00;12-11-2024 11:00:00;0,793;KWH;Målt;Tidsserie
12-11-2024 11:00:00;12-11-2024 12:00:00;0,604;KWH;Målt;Tidsserie
12-11-2024 12:00:00;12-11-2024 13:00:00;0,262;KWH;Målt;Tidsserie
12-11-2024 13:00:00;12-11-2024 14:00:00;0,232;KWH;Målt;Tidsserie
12-11-2024 14:00:00;12-11-2024 15:00:00;0,222;KWH;Målt;Tidsserie
12-11-2024 15:00:00;12-11-2024 16:00:00;0,434;KWH;Målt;Tidsserie
12-11-2024 16:00:00;12-11-2024 17:00:00;0,831;KWH;Målt;Tidsserie
12-11-2024 17:00:00;12-11-2024 18:00:00;0,255;KWH;Målt;Tidsserie
12-11-2024 18:00:00;12-11-2024 19:00:00;0,149;KWH;Målt;Tidsserie
12-11-2024 19:00:00;12-11-2024 20:00:00;0,111;KWH;Målt;Tidsserie
12-11-2024 20:00:00;12-11-2024 21:00:00;0,115;KWH;Målt;Tidsserie
12-11-2024 21:00:00;12-11-2024 22:00:00;0,112;KWH;Målt;Tidsserie
12-11-2024 22:00:00;12-11-2024 23:00:00;0,095;KWH;Målt;Tidsserie
12-11-2024 23:00:00;13-11-2024 00:00:00;0,092;KWH;Målt;Tidsserie
13-11-2024 00:00:00;13-11-2024 01:00:00;0,095;KWH;Målt;Tidsserie
13-11-2024 01:00:00;13-11-2024 02:00:00;0,098;KWH;Målt;Tidsserie
13-11-2024 02:00:00;13-11-2024 03:00:00;0,09;KWH;Målt;Tidsserie
13-11-2024 03:00:00;13-11-2024 04:00:00;0,09;KWH;Målt;Tidsserie
13-11-2024 04:00:00;13-11-2024 05:00:00;0,093;KWH;Målt;Tidsserie
13-11-2024 05:00:00;13-11-2024 06:00:00;0,096;KWH;Målt;Tidsserie
13-11-2024 06:00:00;13-11-2024 07:00:00;0,572;KWH;Målt;Tidsserie
13-11-2024 07:00:00;13-11-2024 08:00:00;0,167;KWH;Målt;Tidsserie
13-11-2024 08:00:00;13-11-2024 09:00:00;0,196;KWH;Målt;Tidsserie
13-11-2024 09:00:00;13-11-2024 10:00:00;0,159;KWH;Målt;Tidsserie
13-11-2024 10:00:00;13-11-2024 11:00:00;0,161;KWH;Målt;Tidsserie
13-11-2024 11:00:00;13-11-2024 12:00:00;0,29;KWH;Målt;Tidsserie
13-11-2024 12:00:00;13-11-2024 13:00:00;0,205;KWH;Målt;Tidsserie
13-11-2024 13:00:00;13-11-2024 14:00:00;0,178;KWH;Målt;Tidsserie
13-11-2024 14:00:00;13-11-2024 15:00:00;0,155;KWH;Målt;Tidsserie
13-11-2024 15:00:00;13-11-2024 16:00:00;0,143;KWH;Målt;Tidsserie
13-11-2024 16:00:00;13-11-2024 17:00:00;0,625;KWH;Målt;Tidsserie
13-11-2024 17:00:00;13-11-2024 18:00:00;0,496;KWH;Målt;Tidsserie
13-11-2024 18:00:00;13-11-2024 19:00:00;0,664;KWH;Målt;Tidsserie
13-11-2024 19:00:00;13-11-2024 20:00:00;0,15;KWH;Målt;Tidsserie
13-11-2024 20:00:00;13-11-2024 21:00:00;0,13;KWH;Målt;Tidsserie
13-11-2024 21:00:00;13-11-2024 22:00:00;0,096;KWH;Målt;Tidsserie
13-11-2024 22:00:00;13-11-2024 23:00:00;0,092;KWH;Målt;Tidsserie
13-11-2024 23:00:00;14-11-2024 00:00:00;0,102;KWH;Målt;Tidsserie
14-11-2024 00:00:00;14-11-2024 01:00:00;0,093;KWH;Målt;Tidsserie
14-11-2024 01:00:00;14-11-2024 02:00:00;0,097;KWH;Målt;Tidsserie
14-11-2024 02:00:00;14-11-2024 03:00:00;0,095;KWH;Målt;Tidsserie
14-11-2024 03:00:00;14-11-2024 04:00:00;0,096;KWH;Målt;Tidsserie
14-11-2024 04:00:00;14-11-2024 05:00:00;0,094;KWH;Målt;Tidsserie
14-11-2024 05:00:00;14-11-2024 06:00:00;0,561;KWH;Målt;Tidsserie
14-11-2024 06:00:00;14-11-2024 07:00:00;0,16;KWH;Målt;Tidsserie
14-11-2024 07:00:00;14-11-2024 08:00:00;0,145;KWH;Målt;Tidsserie
14-11-2024 08:00:00;14-11-2024 09:00:00;0,126;KWH;Målt;Tidsserie
14-11-2024 09:00:00;14-11-2024 10:00:00;0,119;KWH;Målt;Tidsserie
14-11-2024 10:00:00;14-11-2024 11:00:00;0,118;KWH;Målt;Tidsserie
14-11-2024 11:00:00;14-11-2024 12:00:00;0,12;KWH;Målt;Tidsserie
14-11-2024 12:00:00;14-11-2024 13:00:00;0,128;KWH;Målt;Tidsserie
14-11-2024 13:00:00;14-11-2024 14:00:00;0,118;KWH;Målt;Tidsserie
14-11-2024 14:00:00;14-11-2024 15:00:00;0,597;KWH;Målt;Tidsserie
14-11-2024 15:00:00;14-11-2024 16:00:00;0,398;KWH;Målt;Tidsserie
14-11-2024 16:00:00;14-11-2024 17:00:00;0,444;KWH;Målt;Tidsserie
14-11-2024 17:00:00;14-11-2024 18:00:00;0,547;KWH;Målt;Tidsserie
14-11-2024 18:00:00;14-11-2024 19:00:00;2,189;KWH;Målt;Tidsserie
14-11-2024 19:00:00;14-11-2024 20:00:00;1,637;KWH;Målt;Tidsserie
14-11-2024 20:00:00;14-11-2024 21:00:00;0,12;KWH;Målt;Tidsserie
14-11-2024 21:00:00;14-11-2024 22:00:00;0,098;KWH;Målt;Tidsserie
14-11-2024 22:00:00;14-11-2024 23:00:00;0,097;KWH;Målt;Tidsserie
14-11-2024 23:00:00;15-11-2024 00:00:00;0,085;KWH;Målt;Tidsserie
15-11-2024 00:00:00;15-11-2024 01:00:00;0,086;KWH;Målt;Tidsserie
15-11-2024 01:00:00;15-11-2024 02:00:00;0,086;KWH;Målt;Tidsserie
15-11-2024 02:00:00;15-11-2024 03:00:00;0,103;KWH;Målt;Tidsserie
15-11-2024 03:00:00;15-11-2024 04:00:00;0,089;KWH;Målt;Tidsserie
15-11-2024 04:00:00;15-11-2024 05:00:00;0,091;KWH;Målt;Tidsserie
